Date,target_price,SPY_price,VIX_price,TLT_price,HYG_price,UUP_price,target_open,target_high,target_low,target_volume,ret_1,ret_3,ret_5,ret_10,ret_20,vol_5,vol_10,vol_20,vol_shock,vol_chg_1,vol_to_ma20,price_to_ma_5,price_to_ma_10,price_to_ma_20,price_to_ma_60,price_to_ma_120,price_to_ma_200,slope_5,slope_20,slope_60,slope_120,slope_200,drawdown,dist_to_ma5,dist_10,intraday_range,close_open,rsi_14,macd,macd_signal,macd_hist,bb_width,bb_pos,bb_width_5,bb_pos_5,ret_accel,vol_breakout,bb_high_dist,spy_ret_1,spy_ret_5,spy_ret_20,spy_to_ma_60,vix_level,vix_ret_1,vix_ret_5,vix_to_ma_20,vix_z_score,vix_z_score_5,vix_speed,tlt_ret_1,tlt_ret_5,tlt_ret_20,tlt_to_ma_60,tlt_shock_5,hyg_ret,hyg_ret_5,uup_ret,uup_ret_5,uup_shock_5,hyg_z_score,uup_z_score,target_spy_ratio,target_spy_ratio_20,target_tlt_ratio,target_tlt_ratio_20,target_spy_rel_ret,target_tlt_rel_ret,target_spy_rel_ret_5,target_tlt_rel_ret_5,vol_ratio,vol_ratio_5,rel_strength_5,ibb_price,ibb_ret_5,ibb_ret_20,ibb_shock_5,xbi_price,xbi_ret_5,xbi_ret_20,xbi_shock_5,ihi_price,ihi_ret_5,ihi_ret_20,ihi_shock_5,ihf_price,ihf_ret_5,ihf_ret_20,ihf_shock_5
2026-06-10,152.17886352539062,723.56591796875,22.21999931335449,83.9068374633789,78.29206085205078,28.049999237060547,154.27959942397948,154.4488511552092,152.14899646645537,11712200.0,-0.0111276465305711,-0.0010456113521,0.0359200604775256,0.0272868997974411,0.0418513567256606,0.0158868884785238,0.0139453630574443,,,-0.1076758980610262,,-0.0011892356953862,0.0140649485746482,,,,,0.0070579958317887,0.0020499640630333,0.000422119697895,1.850843048827603e-05,0.0006412374491402,-0.0419576536805286,-0.0011892356953862,0.0140649485746482,0.0151128391648825,-0.0136164204887242,,1.6904340644744875,1.1172840077061057,0.573150056768382,,,0.0242795436145648,0.4510190259641959,-0.0107791094132045,-0.70042952999791,,-0.0157655625080272,-0.0381973815066616,-0.0227398047359789,,22.21999931335449,0.1182686650662345,0.3835616470894227,0.2725502110809341,2.4714088635397253,0.9843200836175696,0.0330078603866925,-0.0028196738851031,-0.0050405512146185,0.0048802929345306,,-0.0050405512146185,-0.0031599621814794,-0.0026355295074921,0.010810783317497,0.0068197639105,0.0068197639105,,,0.2103178988206062,,1.8136646324181749,,0.0627320943700286,0.028325410893027,0.0770609692249455,0.0411681217180739,1.374588052289739,1.2493990102933945,0.0741174419841872,165.89773559570312,-0.009373268531164,-0.038922736621522,,128.72364807128906,-0.007548297421412,-0.0515274048031696,,49.56738662719727,0.024521008692246,0.0249434217327593,,52.67064666748047,0.0565886969226046,0.0206683339125153,
2026-06-11,153.4134063720703,735.8642578125,19.440000534057617,84.9942398071289,78.75509643554688,27.950000762939453,152.78618295395455,154.47871542751025,152.18881140244568,10548800.0,0.0081124462233463,0.0094333986971872,0.0132167322788621,0.0212750980100369,0.0508763712915667,0.0094241817760893,0.0135329302239017,,,-0.0993323201448063,,0.0042754294487914,0.0201190227690735,,,,,0.0026260306598509,0.002481222768851,0.0008375820452555,7.933929096530618e-05,0.0006505290840776,-0.0341855866663234,0.0042754294487914,0.0201190227690735,0.0149263619081041,0.0041052365206661,,1.8254426891423636,1.2589157439933574,0.566526945149006,,,0.0220299658209164,0.6940733582406294,0.0049679799909506,0.8608116391724692,,0.0169968478867479,-0.0255319771466703,-0.0139139357653638,,19.440000534057617,-0.1251124601802332,0.262337728285795,0.1064314427799431,0.9469703105853484,-0.6758285349315175,0.0274841678470822,0.012959639245426,0.0056141944021439,0.0164649147242161,,0.0056141944021439,0.0014856496988777,0.0013780046783282,0.0090252705095401,0.0039511713271789,0.0039511713271789,,,0.2084805787797352,,1.804985922813121,,0.0445865212497327,0.0144341541416086,0.0397639619944354,0.0075600940390843,1.1491025348448256,0.5709510600125892,0.0387487094255324,170.4568634033203,-0.0054832109104777,-0.0049027712206376,,132.60983276367188,-0.0050965983983493,-0.0156469751541054,,49.51753616333008,-0.0040104372034881,0.0186628544540781,,52.84010314941406,0.0277238876953436,0.0299202732274201,
2026-06-12,153.13462829589844,739.843994140625,17.68000030517578,84.7866439819336,78.75509643554688,27.950000762939453,154.28953846063808,154.4787066142165,152.6965578753566,9111000.0,-0.0018171689343482,-0.0049169985070528,0.0052283572523148,0.0290358911533208,0.0600274411883998,0.0093656608604849,0.0130196558121538,,,-0.1362998634915819,,0.0014062431087302,0.0153479981757422,,,,,0.0010429473693612,0.0029147397851237,0.0008674085353208,8.599471987448144e-06,0.0006443539709252,-0.0359406346145791,0.0014062431087302,0.0153479981757422,0.0116377906074665,-0.0074853433114279,,1.8881772045107252,1.384768036096831,0.5034091684138944,,,0.021356346299719,0.5658466148186004,-0.0001781694319972,-0.1940246147488133,,0.0054082479015293,0.0056945310068026,0.0034903930164986,,17.68000030517578,-0.090534988710439,-0.1780567123641147,0.0084129604015386,0.0750781082711565,-1.16774686750625,-0.110216428865642,-0.0024424693445861,0.0083471249850288,0.0292536232454516,,0.0083471249850288,0.0004882942171349,0.0064207585808033,0.0104844872424856,-0.0024982046281453,-0.0024982046281453,,,0.2069823226365091,,1.80611734471444,,0.0494709262835615,0.0248847110396364,-0.0004635341449267,-0.0030929504884146,1.0903495529666698,0.7822976184218258,-0.0004661737544877,170.6268310546875,0.013179708245343,0.0229574926774129,,133.65878295898438,0.0397916870196233,0.0237200930614043,,49.51753616333008,-0.0081869669445956,0.0249689979987373,,53.30859756469727,0.0298478765773968,0.0504812531449725,
2026-06-15,152.2186737060547,752.890380859375,16.200000762939453,84.73722076416016,78.85360717773438,27.96999931335449,153.03508045482914,153.2043321777189,151.10359638264487,9525300.0,-0.0059813681597468,0.0002616012483063,0.0015722665829196,0.0341585928447791,0.0492039680802627,0.0098272206468257,0.012521359015575,,,0.0454725057622653,,-0.0048945273105786,0.0059214205375255,,,,,0.0003142063731698,0.0024015875504508,0.0009135697451391,-9.614637254333632e-05,0.0006341092404353,-0.0417070286068012,-0.0048945273105786,0.0059214205375255,0.0138007758439066,-0.0053347686448626,61.00498828211943,1.8427428865409752,1.47636300618566,0.3663798803553151,,,0.0196680811438064,0.251143628359501,-0.0060685685758489,-0.6086530226657515,,0.0176339698937533,0.0211169330986142,0.0219048319667458,,16.200000762939453,-0.0837103799032775,-0.1437631766588918,-0.0717129964449531,-0.6303411229663667,-1.2617894958424072,-0.2709270358436485,-0.0005829127731953,0.0129992737239754,0.0298847741754098,,0.0129992737239754,0.0025050258621175,0.0062860872660486,0.0075648084560955,-0.0021406126229458,-0.0021406126229458,,,0.2021790656062135,,1.7963614139494648,,0.0392414592952481,0.0311424342495465,-0.0191404783156282,-0.0112803705169977,0.93293823172244,0.6969807611439611,-0.0195446665156946,172.16073608398438,0.0315971913323251,0.0497726972453846,,136.2662353515625,0.062057190944343,0.0683794534259234,,49.572452545166016,-0.0027059072720826,-0.0011031961094811,,53.41735076904297,0.0270046558689309,0.0515915276032077,
2026-06-16,152.26846313476562,748.4019775390625,16.40999984741211,85.20182800292969,78.84375762939453,27.93000030517578,152.92556880815684,153.04503704266804,151.05381877793573,8630000.0,0.0003270914632136,-0.0074631237541775,-0.0105454199680905,0.044672186150789,0.0381482362676179,0.0071907615948081,0.0117237261950379,,,-0.0939917902848204,,-0.0024524173749866,0.0019391847921679,,,,,-0.0021202833862974,0.0018719292026882,0.0009149899612558,-7.676925183421953e-05,0.0005992292532152,-0.0413935791566009,-0.0024524173749866,0.0019391847921679,0.0130770234606622,-0.0042968986711146,60.549056946309015,1.790118086016946,1.5391140221519173,0.2510040638650288,,,0.0153415350524022,0.3401452418802947,0.0028147993812728,0.0454877294168772,,-0.0059615628442341,0.0180178213049169,0.0226241649460048,,16.40999984741211,0.012962905838441,-0.1741318996318058,-0.0552133279490367,-0.4811643676495653,-0.7921269883402999,-0.1558642285702175,0.0054829180681135,0.0125704793799219,0.0422671893383048,,0.0125704793799219,0.0016270537349349,0.0051493653457301,0.0061239220062063,-0.0028561200661314,-0.0028561200661314,,,0.203458125051277,,1.7871501903636366,,0.0575368735435217,0.0381270203412229,-0.0280577026013106,-0.022828928769648,0.8675476204922041,0.4944099153826942,-0.0285632412730074,171.4307861328125,0.0124239671933517,0.0443029614905376,,135.207275390625,0.0301415677595855,0.0674343022620571,,49.83204650878906,-0.0187382249949615,-0.0058576988089094,,53.20783233642578,0.0035516863027249,0.0518012401470791,
2026-06-17,150.04824829101562,739.0560302734375,18.440000534057617,85.34022521972656,78.5482177734375,28.18000030517578,151.38236078693367,151.90008175243497,149.31149211671723,10991400.0,-0.0145809237056855,-0.0201546837526458,-0.0140007303577971,0.0214164230385469,0.0243321492329042,0.0083477045554586,0.0130675657772418,,,0.2736268829663963,,-0.014245716123442,-0.0147097343258976,,,,,-0.0028199330215529,0.0012020419253893,0.0006678848175315,-0.0002426095452792,0.0005210601350239,-0.0553709462426988,-0.014245716123442,-0.0147097343258976,0.0172517151329698,-0.0088128662347641,49.57089397797103,1.551376467460898,1.5415665112137134,0.0098099562471845,,,0.0347121813105822,0.0896046982475518,-0.0078626957881369,-1.7466983722432436,,-0.0124878708850514,0.0214080181501259,-0.0003912185752792,,18.440000534057617,0.1237051008849121,-0.1701169620210136,0.0586141785730642,0.5086058736339121,0.5898821490905588,0.0429864375431796,0.0016243456277971,0.0170830864287223,0.0328872087139273,,0.0170830864287223,0.0006276597543748,0.0032718122195145,0.0114859902302126,0.004634619310202,0.004634619310202,,,0.203026891256811,,1.7582359069792055,,0.0397229218341912,0.0093482246307208,-0.0346666051947114,-0.0305617281432374,0.9412206508567168,0.6190436250806483,-0.035408748507923,173.43067932128906,0.0454071521744208,0.0330795888133541,,139.2532958984375,0.0818004149580733,0.0583098175381484,,48.324405670166016,-0.0250765884911357,-0.047677924501508,,52.30989074707031,-0.0068492783596844,0.0383474669960448,
2026-06-18,148.74398803710938,746.739990234375,16.399999618530273,85.75540924072266,78.82405853271484,28.299999237060547,150.6057873166077,150.6057873166077,148.13666590059287,10879300.0,-0.0086922724441051,-0.0228269343330055,-0.0304368336860749,-0.0176223768894578,0.0084373641575059,0.0058800126176075,0.0087418100795457,,,-0.0101988827628873,,-0.0167818962297287,-0.0215598214332315,,,,,-0.0061819305852576,0.000420098427911,0.0003563002764676,-0.0003287235225869,0.0005010901826961,-0.0635819193365745,-0.0167818962297287,-0.0215598214332315,0.0165998064768762,-0.0123620699620552,49.82240137600054,1.2426051338935622,1.481774235749683,-0.2391691018561208,,,0.0481158816614544,0.1512191889612071,-0.0010832943331033,-1.4782742029842324,,0.0103969924419595,0.0147795361799543,0.0080027485168843,,16.399999618530273,-0.1106291136900772,-0.1563786436220235,-0.057525457900272,-0.4967084191944153,-0.6355482302771979,0.012345607788387,0.0048650448241391,0.0089555414028175,0.0340918761360271,,0.0089555414028175,0.0022548638326689,0.0008756525010975,0.0165229555298653,0.0125223064245914,0.0125223064245914,,,0.1991911374539134,,1.7345143513871233,,-0.0065656595664107,-0.0317777989802687,-0.0445578258665346,-0.0390427263367053,0.6102936050850646,0.4821739781652848,-0.0452163698660292,173.6306610107422,0.0186193594323762,0.0272354555172973,,140.58200073242188,0.0601174724573965,0.0597982178533074,,48.99335861206055,-0.0105856953290359,-0.0276176171106028,,52.17021179199219,-0.0126777072241446,0.0425886793724361,
2026-06-22,150.05999755859375,744.3900146484375,17.280000686645508,85.10297393798828,78.75509643554688,28.36000061035156,149.3300018310547,150.6199951171875,149.05999755859375,11706100.0,0.0088474804182072,-0.0145037621757386,-0.0200779586663027,-0.0149545761547925,0.0055494558416728,0.008967711257746,0.0090518731016562,,,0.0759975366062155,,-0.0040345467828597,-0.0114216351565521,,,,,-0.0040564520282508,0.0002767057171705,0.0005601911681891,-0.0002424912326898,0.0005261794035824,-0.0552969787046497,-0.0040345467828597,-0.0114216351565521,0.010395825562936,0.0048884733046809,57.42663339486878,1.0915103456741235,1.4037214577345711,-0.3122111120604476,,,0.0407448638825848,0.4009802365646341,0.0136820678101201,0.98659280805593,,-0.0031469796939627,0.0061445663461701,0.0008955144998339,,17.280000686645508,0.0536586029624615,-0.0226244124222766,-0.0086058190941223,-0.0746707060837486,0.3578022733383715,0.0530165050166406,-0.0076080950287688,0.0037308937021034,0.0206496733717402,,0.0037308937021034,0.0064207585808033,0.0,0.0121341951118236,0.0146690460186231,0.0146690460186231,,,0.2015878700756947,,1.7632756014841209,,-0.0265138363116885,-0.0267399388552878,-0.0260623829711671,-0.0237203542481303,0.7886945449039375,0.7248991317585781,-0.0262225250124729,176.990478515625,0.0372957020979771,0.0487877984797195,,145.86000061035156,0.0912863141594768,0.1089410821892509,,48.26449966430664,-0.0253049040018951,-0.0426517057330277,,52.74888229370117,-0.0104995309680919,0.0445812444684299,
2026-06-23,152.17999267578125,733.5800170898438,19.489999771118164,85.21170806884766,78.6861343383789,28.450000762939453,151.49000549316406,152.42999267578125,151.0,9479900.0,0.0141276499512117,0.0142070594561767,-0.0002541148817793,0.0013177521648033,,0.0118967869567307,0.0102887873338464,,,-0.1901743535421702,-0.1603764352023864,0.0100879685702857,0.0024123989684303,0.0115849841349588,,,,-5.08294348873565e-05,,0.0010800575168632,-0.0001186293251646,0.0005792524157251,-0.0419505451119369,0.0100879685702857,0.0024123989684303,0.0093967193100596,0.0045546713155827,66.05465186175164,1.129808793361292,1.3489389248599153,-0.2191301314986233,0.0640742232278539,0.6808056898912618,0.0404892988489953,0.7491514759963801,0.0093919634658194,1.1875180092807227,-0.01820700442217,-0.0145219540104916,-0.0256483071911342,,,19.489999771118164,0.1278934604545825,0.2030863489651928,0.1089615741313994,0.9344903049897878,1.4022282231440475,0.0569413886469938,0.0012776772165283,0.0055995145982907,,,0.0055995145982907,0.0041488915907956,-0.0021238450002418,0.0149839481271953,0.0171612964379224,0.0171612964379224,0.3823614362449548,2.191669133333309,0.2074483889017158,0.0269405725116809,1.785904732162227,0.0040363149793387,0.0064233252944516,-0.0170357416032473,0.0260626552986718,-0.0058210345123411,0.8235502954753064,1.2078462297525032,0.0253941923093548,178.08042907714844,0.0343846868212522,,,147.02999877929688,0.0789906861370626,,,49.04327774047852,-0.0106747755561491,,,53.13798904418945,-0.0052297937061943,,
2026-06-24,153.35000610351562,733.239990234375,18.6299991607666,86.37818145751953,78.66642761230469,28.530000686645508,153.1300048828125,154.6699981689453,152.4600067138672,10070100.0,0.0076883525039135,0.0309660788794845,0.0071028691462708,-0.0035174535599455,0.0371444175117976,0.0123916790216388,0.0097353965695274,0.0114481686885047,1.0824157362099172,0.0622580406966317,-0.1216383593379295,0.0163946038440674,0.0104795943911102,0.0175050741757336,,,,0.00141555251737,0.0018235592134109,0.0011426822812739,-7.566256480232619e-06,0.0006193600815473,-0.0345847231865753,0.0163946038440674,0.0104795943911102,0.0144114207180814,0.0014366957074904,66.09711723215278,1.240273790276092,1.3272058979431507,-0.0869321076670588,0.0640512458326451,0.7732979499176564,0.0490961881091145,0.8339282432198406,-0.0026336737892479,0.6204447250484038,-0.005583351909761,-0.0004635170636431,-0.0202591491734749,-0.0205985341511667,,18.6299991607666,-0.0441252242406887,0.1352833232173729,0.0551653328324708,0.4733352838245832,0.4801277921204236,0.135975585006518,0.0136891210739422,0.013806669201386,0.0308307950493582,,0.013806669201386,0.0028886517585819,-0.0022491319848475,0.018564814477491,0.0214822905447136,0.0214822905447136,0.2489963888111983,2.1161069838462634,0.2091402653236335,0.032340674986117,1.7753326536393057,-0.0022104347831112,-0.0009134808158014,-0.0292904758083268,0.027927812029745,-0.0066125034079683,0.7811608204189584,1.2341591724040304,0.0273620183197458,181.52023315429688,0.0588543472796525,0.0716298090136602,,149.7100067138672,0.1072629507646139,0.1237866891101882,,49.54249954223633,-0.0058104570620366,-0.0134000695703012,,53.37744140625,0.0031876711073626,0.0754983852047275,
