Date,target_price,SPY_price,VIX_price,TLT_price,HYG_price,UUP_price,target_open,target_high,target_low,target_volume,ret_1,ret_3,ret_5,ret_10,ret_20,vol_5,vol_10,vol_20,vol_shock,vol_chg_1,vol_to_ma20,price_to_ma_5,price_to_ma_10,price_to_ma_20,price_to_ma_60,price_to_ma_120,price_to_ma_200,slope_5,slope_20,slope_60,slope_120,slope_200,drawdown,dist_to_ma5,dist_10,intraday_range,close_open,rsi_14,macd,macd_signal,macd_hist,bb_width,bb_pos,bb_width_5,bb_pos_5,ret_accel,vol_breakout,bb_high_dist,spy_ret_1,spy_ret_5,spy_ret_20,spy_to_ma_60,vix_level,vix_ret_1,vix_ret_5,vix_to_ma_20,vix_z_score,vix_z_score_5,vix_speed,tlt_ret_1,tlt_ret_5,tlt_ret_20,tlt_to_ma_60,tlt_shock_5,hyg_ret,hyg_ret_5,uup_ret,uup_ret_5,uup_shock_5,hyg_z_score,uup_z_score,target_spy_ratio,target_spy_ratio_20,target_tlt_ratio,target_tlt_ratio_20,target_spy_rel_ret,target_tlt_rel_ret,target_spy_rel_ret_5,target_tlt_rel_ret_5,vol_ratio,vol_ratio_5,rel_strength_5,xlk_price,xlk_ret_5,xlk_ret_20,xlk_shock_5,soxx_price,soxx_ret_5,soxx_ret_20,soxx_shock_5,iwm_price,iwm_ret_5,iwm_ret_20,iwm_shock_5
2026-04-06,587.85400390625,657.23681640625,24.170000076293945,85.99297332763672,78.88076782226562,27.82999992370605,585.5864761740653,589.9616731281693,584.04818857967,35108500.0,0.0060173655347186,0.0196126754897452,0.0460734341074418,0.0123390714699991,-0.0175204801392531,0.0156239239862049,0.016830540811994,0.0140654343882209,1.110802727037456,-0.3108102006803855,-0.4898654558917463,0.017022417195575,0.0165094607707232,2.132653409381291e-05,-0.0272287638471019,-0.0342967886894002,-0.008980186633497,0.0090087135740248,-0.0008837890190713,-0.0009557566739737,7.082284098008709e-06,0.0005563303370422,-0.0719895569196728,0.017022417195575,0.0165094607707232,0.0100594441973766,0.0038722337766398,44.350058406791824,-6.82692589549572,-7.558079812184081,0.7311539166883616,0.092352348585465,0.5002309257362741,0.0836846743439865,0.7034114051230502,-0.000520192961863,0.3851378920489977,-0.0406904789617412,0.0047268450837638,0.0391742708016176,-0.0173271862486357,-0.0262128783571289,24.170000076293945,0.0125680446800595,-0.2215780782549842,-0.0637407823428229,-0.7466312070336644,-0.5422702813450223,-0.0427722742061803,-0.0016130943828954,0.0158363373883494,-0.0165473641337139,-0.0073563596579103,0.0158363373883494,0.0147813295845171,0.0173594622343284,0.005419061303342,-0.0003592036216604,-0.0003592036216604,1.3834879856600817,0.8005492208140136,0.8944325534297013,-0.0020526477774925,6.836070217813058,-0.0008539916588587,-0.0035773805651116,-0.0012317480358784,0.0066390821055473,0.0297657167854716,1.2353837745122054,1.2413893013162651,0.0068991633058241,136.61709594726562,0.0528016601489811,-0.0024759455147148,2.414020980143588,343.9366760253906,0.0637442351229786,0.0643008583917552,1.6538468072511692,251.76129150390625,0.0380912803286521,0.0076483773977977,1.8135767478217868
2026-04-07,587.9439086914062,657.5260009765625,25.780000686645508,85.98304748535156,78.90056610107422,27.75,584.9971348275072,588.33343423744,577.7650922119919,49948200.0,0.0001529372676869,0.0073249267528239,0.0542917617170701,0.0010034066570461,-0.0303208660527599,0.0138136778149269,0.0164502807915145,0.0136709013102447,1.0104437513663769,0.4226811171083926,-0.250769957237598,0.0066323662415299,0.0165613245986631,0.0017407099179285,-0.0262457276890449,-0.033992056157133,-0.0093470123263101,0.0105738451173236,-0.0015395025976408,-0.0008581205202605,-0.0001666370363126,0.0005579456596346,-0.0718476295381232,0.0066323662415299,0.0165613245986631,0.0179750854957747,0.0050372449512387,42.699120275836506,-5.87179906806557,-7.220823663360379,1.349024595294809,0.0876295445130424,0.5198644181891121,0.0317853217319867,0.7086612901846295,-0.0022887049832543,0.0110714364895819,-0.0396721607793156,0.0004400005646272,0.0431190626273894,-0.0254319871699304,-0.0251021729755411,25.780000686645508,0.0666115269039928,-0.1577915657431469,-0.0019163981696617,-0.0224724572331885,1.34859744714143,0.0505297361392342,-0.0001154262017123,0.002375912958318,-0.0251465289977295,-0.0075195215023119,0.002375912958318,0.0083917136727247,0.0164526937140692,0.0068940688584704,-0.0082201410292783,-0.0082201410292783,1.4538195487244157,0.1598840273214061,0.8941759075963347,-0.0020880231519975,6.8379049811135255,-0.0003192611880236,-0.0048274216983245,-0.005857170978351,0.0107108569769007,0.0517927935893158,1.240040566340683,1.1665142152899428,0.0111726990896807,137.2663116455078,0.0778822410579771,-0.0154488728409041,3.596985252184541,347.5949401855469,0.1225668541325226,0.0344985089676741,2.886385542787355,252.3099822998047,0.0555068720921578,-0.0010255937475512,2.324109887466008
2026-04-08,605.4246826171875,674.27294921875,21.040000915527344,86.26092529296875,79.36573791503906,27.530000686645508,608.0418015962135,609.2304976949432,601.4590090396181,63086000.0,0.0297320435969621,0.0360867497525274,0.0500884171051527,0.0378609301145445,-0.0015068077127536,0.0121040059152158,0.0186274319830193,0.0153502668402221,0.7885208285095717,0.2630284975234342,-0.0529958878741486,0.0264117873100111,0.0428036673448819,0.0316048009993232,0.0032528932062589,-0.0054014127018499,0.0194054000643311,0.0097748734782106,-7.539720445862925e-05,-0.0005349928258635,0.00013321251931,0.0007248966268043,-0.0442517627949268,0.0264117873100111,0.0428036673448819,0.0128364252044198,-0.0043041760815714,55.701210758877615,-3.6620875474461623,-6.5090764401775365,2.846988892731374,0.0871511783008115,0.8626434159069662,0.060539423072321,0.936274182501859,0.0177031270127863,2.456380255333984,-0.0052568530593747,0.0254696365121909,0.0394717020686612,0.0009986166518081,0.0001267153254864,21.040000915527344,-0.1838634462711076,-0.166732637008818,-0.1792470977414154,-1.879550437356452,-1.626485890228195,-0.1185588531297656,0.0032317743525493,0.0066593379374277,-0.0114714645505114,-0.004304976747285,0.0066593379374277,0.017796174365525,0.0128070221215208,-0.0043399252636642,-0.0089992798351578,-0.0089992798351578,2.2264482158084213,-1.6453459432204105,0.897892586850275,0.002185832867932,7.018527572721696,0.0255621181144998,0.002810573595124,0.0229080261225425,0.0102135681186541,0.0431417834524916,1.2194611958136077,1.1763344184447029,0.0106167150364915,141.52125549316406,0.066140030284983,0.0150699756004186,2.78403592696098,370.2241821289063,0.1270005376044911,0.09391160920842,2.431760901357762,259.85205078125,0.0502822527352129,0.0298916372963353,1.6844679023308848
2026-04-09,609.5202026367188,678.162841796875,19.489999771118164,86.04258728027344,79.45480346679688,27.479999542236328,605.2648690435934,609.8298599139192,602.3680889271087,37837500.0,0.0067647060602595,0.0368564279336336,0.0442916142152958,0.0380558926042728,0.0053800793501299,0.0120765763511287,0.0186305698586347,0.0154235852481992,0.7829940557786146,-0.4002235044225343,-0.4223505565357551,0.0243759396210232,0.0458326678874216,0.0382947746211523,0.0104909453153363,0.001196652444338,0.025607003832621,0.0086677548835567,0.0002682829211958,-0.0004364507848635,0.0001307953619626,0.0007074567275768,-0.0377864069026232,0.0243759396210232,0.0458326678874216,0.0122420404681119,0.0070305312777352,58.37788077419118,-1.5623907414433231,-5.519739300430694,3.9573485589873703,0.089021162383437,0.9301760794383572,0.0776765638506246,0.8138133101240066,-0.0055207699176182,0.5601509321370174,-0.0054459161357225,0.0057690176991855,0.0376502657018682,0.0080386194858386,0.0062278594252431,19.489999771118164,-0.0736692527073652,-0.2057865100246945,-0.232616760630258,-2.115251429302691,-1.3274976713003044,-0.1936284770543277,-0.0025311346006754,0.0051007344476527,-0.0010740573432891,-0.0068252002950722,0.0051007344476527,0.0157308911499265,0.0114652410862943,-0.0079422821170991,-0.0090155068203019,-0.0090155068203019,2.066856059823903,-1.9240492683535764,0.8987814800081361,0.0033110489755849,7.083936244865343,0.034775964773706,0.0028031631356966,0.0355942572858305,0.0064003727777541,0.0389919919710137,1.2194254931688095,1.1688740572319798,0.0066413485134275,141.9008026123047,0.053072427689399,0.0129363923403991,2.102077667614666,378.4502868652344,0.1184202148373911,0.1074958923448741,1.9340206274918703,261.3385009765625,0.0496874241941922,0.0378720637620242,1.4099737946073756
2026-04-10,610.3992309570312,677.7140502929688,19.229999542236328,85.83418273925781,79.13809967041016,27.440000534057617,611.1684052317679,612.9963525292593,608.9108762966896,34038500.0,0.0014421643720912,0.0381929669372782,0.0445998873382549,0.0649716127362787,0.0244122970272751,0.012030616967702,0.0159685226020921,0.0148605363046833,0.8095681011419785,-0.100403039312851,-0.4649096779137789,0.0169449247947626,0.0406913288752766,0.0385055199293193,0.0123500724768332,0.0024677416684899,0.0264539020653069,0.008726785833698,0.0012059539698885,-0.0003876998605926,0.000173719769455,0.0006387806980764,-0.0363987367403163,0.0169449247947626,0.0406913288752766,0.0066931215266509,-0.0012585308208871,65.35313067926268,0.170597798685776,-4.3816718806074,4.552269679293176,0.0949744309785088,0.905430383026276,0.0760425945221833,0.7228346481499831,-0.0112888246070015,0.1198745048644148,-0.0043562067791708,-0.0006617754265585,0.0360306705625972,0.0229042914627675,0.0058701205749138,19.229999542236328,-0.0133401863486486,-0.1943863064039208,-0.2306461557592842,-1.8759416145062071,-0.9319220179837272,-0.2540729623720372,-0.0024221091857311,-0.0034566687825003,-0.0015456331868816,-0.0091629758389163,-0.0034566687825003,0.018091839385752,0.0050277601813331,-0.0133045285505267,-0.0150753792926296,-0.0150753792926296,1.318534063961562,-1.9173936403505645,0.9006737143684154,0.0053489544296541,7.111376976830632,0.0374189781512874,0.0111007905387832,0.056072977549437,0.008271199897011,0.0482232479164188,1.1865308188339936,1.1349690689403589,0.0085692167756576,142.45013427734375,0.0487534469822201,0.0359643030214995,1.7077916623205045,386.41650390625,0.1383646475636466,0.1715623575112659,1.8608709216148145,260.6800537109375,0.0398343951448221,0.0580201785190528,0.9677654183570484
2026-04-13,616.7122802734375,684.3369750976562,19.1200008392334,86.09220886230469,79.43501281738281,27.3799991607666,608.8109292631304,626.0519920071752,607.4424380458482,32972100.0,0.010342492251355,0.0186440988951011,0.0490908902132607,0.097426110216219,0.0411785429847495,0.0119336594491658,0.0131098330042167,0.0148887343418488,0.8015227066077926,-0.0313292301364631,-0.4690821220645287,0.0176769276557213,0.0417306458117929,0.0470737018677671,0.0228592629419166,0.0126281487968455,0.0363890266483495,0.0095847940574581,0.0020176642979458,-3.7205277926255605e-05,0.0002049194892668,0.0006774617762327,-0.026432698141657,0.0176769276557213,0.0417306458117929,0.030175423056398,0.0129783330596091,65.22638708186528,2.0300132921333898,-3.0993348460592425,5.129348138192633,0.1043747455343039,0.9510066264285734,0.0717661555230068,0.7463128688850356,0.0041277926196547,0.866665537821469,0.0102107178576988,0.0097724472464817,0.041233476297918,0.0387802066761975,0.0157595753883981,19.1200008392334,-0.0057201614987734,-0.2089366661613547,-0.2224955525383349,-1.6621762895053522,-0.6429099861600555,-0.091254752507021,0.0030060998405576,0.0011539958537063,0.0064317646441847,-0.0060700284806241,0.0011539958537063,0.0245078002354113,0.0070263640988639,-0.0165230240409509,-0.0161696286084476,-0.0161696286084476,1.6144839170356489,-1.985593773262932,0.9011821700638512,0.0057999747477981,7.163392465162592,0.0431880447845036,0.0142354378811859,0.0790725872420416,0.0075462555653509,0.0478816391465108,1.1971255704903976,1.130958908471437,0.0078574139153426,145.43658447265625,0.0645562582357552,0.0657239514428758,1.86551078227257,393.1532897949219,0.1430978933049231,0.1879220375294874,1.656300599870458,264.4411315917969,0.0503645338492946,0.0768543728750033,1.048680926963827
2026-04-14,627.909912109375,692.675537109375,18.36000061035156,86.54872131347656,79.67254638671875,27.31999969482422,619.5391066149297,627.909912109375,619.4192432257902,49921100.0,0.0181569788605031,0.0301707956407422,0.06797587801687,0.1259581699057408,0.0483236585202315,0.0110189237891713,0.011858496956603,0.0151896143038533,0.7254248095655202,0.5140406586174371,-0.1967145189203193,0.0226658031257023,0.048208150535582,0.0634723175267784,0.0412127087845837,0.030752144898819,0.0544597393116315,0.0131530308312812,0.0023596186342586,0.0002028132447327,0.0002505210566015,0.0007208984918853,-0.0087556572225379,0.0226658031257023,0.048208150535582,0.0135221131564265,0.0135113431986274,71.513974857924,4.356944628132851,-1.6080789512208242,5.965023579353675,0.1189903770167976,1.033423955096958,0.0571119326949891,0.8968663299620916,0.0081000469802557,1.6477995092902895,0.0037537962055045,0.0121848772098407,0.0534572565656843,0.0408450761062284,0.0280323418743313,18.36000061035156,-0.039748964201003,-0.2878200108092951,-0.2455001075460402,-1.6731758799615437,-1.105397242319551,-0.0579784081086098,0.0053025988902435,0.006578899500176,0.0039955861455664,-0.000776149426412,0.006578899500176,0.0263978877679667,0.0097842173230493,-0.0235882722734083,-0.0154955064928209,-0.0154955064928209,1.734939440966572,-1.981878348010676,0.9064993326164292,0.011369423158535,7.25498774077905,0.0541720960950613,0.0246403526803045,0.1159476249533377,0.0137818799582976,0.0609956939760816,1.1572259185804528,1.1389023967056269,0.0145186214511856,147.76380920410156,0.0764754107016707,0.0673291984887423,1.939554508135325,401.049560546875,0.1537842303826226,0.1884297499734579,1.607107695730166,268.0824890136719,0.0625124165524519,0.0814639834328279,1.166253032077167
2026-04-15,636.7003173828125,698.1414184570312,18.170000076293945,86.1716079711914,79.6329574584961,27.290000915527344,628.389443361703,637.1298380333551,627.5104045058445,50102400.0,0.0139994688790743,0.043088334801052,0.0516590017942837,0.1043349365285446,0.0578371350117925,0.0064469644063641,0.009143614553996,0.0154011218491951,0.4186035310211896,0.0036317308713149,-0.1957357092613098,0.0265247423635646,0.0523153039360597,0.0751907436589842,0.0552961304465788,0.0447884393603359,0.0684031314786361,0.0100737837977585,0.002811319246241,0.0004484645494737,0.0003685532223358,0.0007733204346885,0.0,0.0265247423635646,0.0523153039360597,0.0151082593566967,0.0132256741562186,72.81428485473177,6.831616099766961,0.0798600589767328,6.751756040790228,0.136950527749962,1.0490358079982285,0.07589392637058,0.8494975636660003,-0.000363309387943,2.171481929351536,0.0069639495920883,0.0078909692270439,0.0353988236750957,0.0463059975708293,0.0358847510105133,18.170000076293945,-0.0103486126220765,-0.1364068780584206,-0.2468081629065153,-1.5636808435311411,-1.222491821540295,-0.0551221784282534,-0.0043572375947561,-0.0010354319928055,-0.0031224012719436,-0.0051302636655522,-0.0010354319928055,0.0162170808845492,0.0033669383096153,-0.0176385802378226,-0.0087177539096315,-0.0087177539096315,1.4940384728245508,-1.839869733149739,0.9119933305060022,0.0169350416704305,7.38874824751642,0.0702970346054163,0.0260782302956166,0.0981665234673825,0.0157042655905996,0.0527490518429576,1.2020229418142885,1.3188623513684574,0.016260178119188,150.12100219726562,0.0607664670168006,0.0784498247714837,1.3669325142380688,401.6692504882813,0.0849352091982644,0.1810727188213947,0.8293954716113313,268.7509155273437,0.034245889995246,0.0773446378449658,0.5940570042904486
2026-04-16,639.7669067382812,699.8569946289062,17.940000534057617,85.62577819824219,79.52408599853516,27.3700008392334,638.508341093032,641.4750515662109,634.5626649382287,42320600.0,0.0048163779281187,0.0373831155990955,0.0496237925678566,0.0961133246594678,0.077958473786498,0.0067536485464273,0.0092392037793485,0.0148822979228648,0.4538041186668511,-0.1553179089225266,-0.3130393891331579,0.0215060291804263,0.0476699402521925,0.0761650778144265,0.0594090072824553,0.0492970896216975,0.0727319903854015,0.0096863614349432,0.0037534475105485,0.0008864794610162,0.0004892658123655,0.0007650645452274,0.0,0.0215060291804263,0.0476699402521925,0.0108045392082306,0.0019711029038317,84.12491134851572,8.937236305617148,1.851335308304816,7.085900997312332,0.1541026500583129,0.9942489813485064,0.0805890784221028,0.7668603438766706,-0.0076446606049131,0.7131518884728922,0.0018449059031162,0.0024573476469376,0.0319895923146569,0.0637199045640262,0.0377666510599596,17.940000534057617,-0.0126582026015731,-0.0795279248467442,-0.24515598338104,-1.441941040968062,-1.0785424127087893,-0.0617154944237487,-0.0063342182628377,-0.0048442183714623,-0.0038552966126893,-0.0115430967635908,-0.0048442183714623,0.0123472125922339,0.0008719741125182,-0.012982283048891,-0.0040028640769758,-0.0040028640769758,1.2023567234416008,-1.2863458422106642,0.9141394765619406,0.0186423848143433,7.471662391868516,0.0778804990827151,0.0235973153056847,0.0958592967983358,0.0170875756737505,0.0547331502713916,1.1898714924670322,1.2737686538876534,0.0176342002531997,151.83895874023438,0.0700359402129831,0.1032836568871533,1.3724807400082786,405.75732421875,0.0721548861270637,0.2000058484672955,0.6655613143180927,269.3095703125,0.0305009376963265,0.0972685216385338,0.4948867758365073
2026-04-17,648.1376953125,708.3152465820312,17.479999542236328,86.4097900390625,79.82100677490234,27.36000061035156,644.8813252169399,649.2864572780229,643.3629742993419,53488900.0,0.0130841224921987,0.0322144670963588,0.0618258713994437,0.1091831856367033,0.0955247580972629,0.0049346082302741,0.0088373044562147,0.0149219143315224,0.3306953645454487,0.2638974872757003,-0.1158879232252952,0.0225485148980491,0.0504034370411261,0.0850880882363964,0.0722846913300088,0.0624485690271301,0.085823103765213,0.0119979892951298,0.0045616739806474,0.0008793368466492,0.0005278324173628,0.0008723857609013,0.0,0.0225485148980491,0.0504034370411261,0.0091392354148218,0.0050495648861666,95.46747062911436,11.152845113208173,3.711637269285488,7.441207843922685,0.1729762860191127,0.9919060883697938,0.0757452210920784,0.7976889442389831,0.0023459667934124,2.6515012398401847,0.0004815145954985,0.012085686101644,0.045153551524915,0.0792352361694888,0.0496203649205282,17.479999542236328,-0.0256410801631814,-0.0910036423119168,-0.254186695302083,-1.3930554060531783,-1.2157922218657786,-0.0479303398072372,0.0091562594503393,0.0067060381008487,-0.0008240668816598,-0.0026307766237974,0.0067060381008487,0.0137004551348147,0.0086293088580129,-0.0179468768501829,-0.0029154490579095,-0.0029154490579095,1.434462943348811,-1.228567566355434,0.9150412876753432,0.0188749166518054,7.50074378168842,0.0769513931365204,0.0243551714248608,0.1056162588830189,0.0159520291063481,0.0547526598753478,1.161354480075641,1.2315011087580394,0.0166723198745286,154.1661834716797,0.0822466700629802,0.1163904318752153,1.4284397090187515,415.5126953125,0.0752974862929487,0.2219576368897029,0.6561183530111923,275.125732421875,0.0554153588097539,0.1136776877931793,0.8410595856461464
